game,id,cardCode,name,displayName,image,rarity,cardType,set,subtypes,priceUsd,tcgPlayerUrl,stock,tcgplayerProductId,tcgplayerGroupId,tcgplayerCategoryId,modifiedOn
one-piece,one-piece-op14-120,OP14-120,Crocodile - OP14-120,Crocodile - OP14-120 (OP14-120) - The Azure Sea's Seven,https://product-images.tcgplayer.com/fit-in/437x437/668640.jpg,Secret Rare,Character,OP14,Baroque Works|The Seven Warlords of the Sea|Black,7.53,https://www.tcgplayer.com/product/668640/crocodile-op14-120,1,668640,24537,68,2026-01-16T00:00:00Z
one-piece,one-piece-op09-093,OP09-093,Marshall.D.Teach - OP09-093 (Reprint),Marshall.D.Teach - OP09-093 (Reprint) (OP09-093) - Premium Booster -The Best- Vol. 2,https://product-images.tcgplayer.com/fit-in/437x437/656089.jpg,Super Rare,Character,PRB-02,Blackbeard Pirates|The Four Emperors|Black,1.23,https://www.tcgplayer.com/product/656089/marshalldteach-op09-093-reprint,1,656089,24305,68,2025-10-03T00:00:00Z
one-piece,one-piece-op15-055,OP15-055,"Go Ahead and Use 'Em, Mr. Luffy!!!","Go Ahead and Use 'Em, Mr. Luffy!!! (OP15-055) - Adventure on Kami's Island",https://product-images.tcgplayer.com/fit-in/437x437/685402.jpg,Rare,Event,OP15-EB04,Dressrosa|Barto Club|Blue,0.16,https://www.tcgplayer.com/product/685402/go-ahead-and-use-em-mr-luffy,1,685402,24637,68,2026-04-03T00:00:00Z
one-piece,one-piece-op15-007,OP15-007,Gin,Gin (OP15-007) - Adventure on Kami's Island,https://product-images.tcgplayer.com/fit-in/437x437/685345.jpg,Super Rare,Character,OP15-EB04,Krieg Pirates|East Blue|Red,0.4,https://www.tcgplayer.com/product/685345/gin,1,685345,24637,68,2026-04-03T00:00:00Z
one-piece,one-piece-op15-061,OP15-061,Ohm,Ohm (OP15-061) - Adventure on Kami's Island,https://product-images.tcgplayer.com/fit-in/437x437/685410.jpg,Rare,Character,OP15-EB04,Sky Island|Vassals|Purple,0.2,https://www.tcgplayer.com/product/685410/ohm,1,685410,24637,68,2026-04-03T00:00:00Z
one-piece,one-piece-st24-004,ST24-004,Law & Bepo,Law & Bepo (ST24-004) - Starter Deck 24: GREEN Jewelry Bonney,https://product-images.tcgplayer.com/fit-in/437x437/634621.jpg,Super Rare,Character,ST-24,Heart Pirates|Minks|Supernovas|Green,4.3,https://www.tcgplayer.com/product/634621/law-and-bepo,1,634621,24283,68,2025-06-06T00:00:00Z
one-piece,one-piece-eb03-017,EB03-017,Jewelry Bonney,Jewelry Bonney (EB03-017) - Extra Booster: One Piece Heroines Edition,https://product-images.tcgplayer.com/fit-in/437x437/672759.jpg,Rare,Character,EB-03,Bonney Pirates|Supernovas|Green,0.31,https://www.tcgplayer.com/product/672759/jewelry-bonney,1,672759,24545,68,2026-02-20T00:00:00Z
one-piece,one-piece-op14-091,OP14-091,Mr.2.Bon.Kurei (Bentham),Mr.2.Bon.Kurei (Bentham) (OP14-091) - The Azure Sea's Seven,https://product-images.tcgplayer.com/fit-in/437x437/670639.jpg,Super Rare,Character,OP14,Baroque Works|Black,2.16,https://www.tcgplayer.com/product/670639/mr2bonkurei-bentham,1,670639,24537,68,2026-01-16T00:00:00Z
one-piece,one-piece-eb04-008,EB04-008,Distorted Future,Distorted Future (EB04-008) - Adventure on Kami's Island,https://product-images.tcgplayer.com/fit-in/437x437/685305.jpg,Rare,Event,OP15-EB04,Bonney Pirates|Egghead|Red,0.33,https://www.tcgplayer.com/product/685305/distorted-future,1,685305,24637,68,2026-04-03T00:00:00Z
one-piece,one-piece-op09-096,OP09-096,My Era...Begins!!,My Era...Begins!! (OP09-096) - Emperors in the New World,https://product-images.tcgplayer.com/fit-in/437x437/597040.jpg,Rare,Event,OP09,Blackbeard Pirates|Black,0.83,https://www.tcgplayer.com/product/597040/my-erabegins,1,597040,23589,68,2024-12-13T00:00:00Z
one-piece,one-piece-op15-066,OP15-066,Satori,Satori (OP15-066) - Adventure on Kami's Island,https://product-images.tcgplayer.com/fit-in/437x437/685416.jpg,Rare,Character,OP15-EB04,Sky Island|Vassals|Purple,0.43,https://www.tcgplayer.com/product/685416/satori,1,685416,24637,68,2026-04-03T00:00:00Z
one-piece,one-piece-p-093,P-093,Trafalgar Law (Illustration Box Vol.6),Trafalgar Law (Illustration Box Vol.6) (P-093) - One Piece Promotion Cards,https://product-images.tcgplayer.com/fit-in/437x437/671740.jpg,Promo,Character,OP-PR,Heart Pirates|Purple,2.87,https://www.tcgplayer.com/product/671740/trafalgar-law-illustration-box-vol6,1,671740,17675,68,2022-09-30T00:00:00Z
one-piece,one-piece-op-pr,OP-PR,Tournament Pack 2026 Vol. 1,Tournament Pack 2026 Vol. 1 - One Piece Promotion Cards,https://product-images.tcgplayer.com/fit-in/437x437/668163.jpg,None,Card,OP-PR,,1.09,https://www.tcgplayer.com/product/668163/tournament-pack-2026-vol-1,1,668163,17675,68,2022-09-30T00:00:00Z
one-piece,one-piece-op12-112,OP12-112,Baby 5 (112),Baby 5 (112) (OP12-112) - Legacy of the Master,https://product-images.tcgplayer.com/fit-in/437x437/643859.jpg,Rare,Character,OP12,Donquixote Pirates|Yellow,0.42,https://www.tcgplayer.com/product/643859/baby-5-112,1,643859,24302,68,2025-08-22T00:00:00Z
one-piece,one-piece-op14-108,OP14-108,Silvers Rayleigh,Silvers Rayleigh (OP14-108) - The Azure Sea's Seven,https://product-images.tcgplayer.com/fit-in/437x437/671438.jpg,Rare,Character,OP14,Former Roger Pirates|Yellow,0.24,https://www.tcgplayer.com/product/671438/silvers-rayleigh,1,671438,24537,68,2026-01-16T00:00:00Z
one-piece,one-piece-op13-113,OP13-113,Lilith,Lilith (OP13-113) - Carrying On His Will,https://product-images.tcgplayer.com/fit-in/437x437/657393.jpg,Rare,Character,OP13,Scientist|Egghead|Yellow,0.39,https://www.tcgplayer.com/product/657393/lilith,1,657393,24303,68,2025-11-07T00:00:00Z
one-piece,one-piece-op13-100,OP13-100,Jewelry Bonney (100),Jewelry Bonney (100) (OP13-100) - Carrying On His Will,https://product-images.tcgplayer.com/fit-in/437x437/657377.jpg,Leader,Leader,OP13,Bonney Pirates|Egghead|Yellow,0.12,https://www.tcgplayer.com/product/657377/jewelry-bonney-100,1,657377,24303,68,2025-11-07T00:00:00Z
one-piece,one-piece-op12-034,OP12-034,Perona,Perona (OP12-034) - Legacy of the Master,https://product-images.tcgplayer.com/fit-in/437x437/643764.jpg,Super Rare,Character,OP12,Thriller Bark Pirates|Muggy Kingdom|Green,8.31,https://www.tcgplayer.com/product/643764/perona,1,643764,24302,68,2025-08-22T00:00:00Z
one-piece,one-piece-p-107,P-107,Gol.D.Roger (Store Tournament 2025 Vol. 4),Gol.D.Roger (Store Tournament 2025 Vol. 4) (P-107) - One Piece Promotion Cards,https://product-images.tcgplayer.com/fit-in/437x437/668182.jpg,Promo,Character,OP-PR,Roger Pirates|King of the Pirates|Purple,6.58,https://www.tcgplayer.com/product/668182/goldroger-store-tournament-2025-vol-4,1,668182,17675,68,2022-09-30T00:00:00Z
one-piece,one-piece-op09-093,OP09-093,Marshall.D.Teach (093),Marshall.D.Teach (093) (OP09-093) - Emperors in the New World,https://product-images.tcgplayer.com/fit-in/437x437/597034.jpg,Super Rare,Character,OP09,Blackbeard Pirates|The Four Emperors|Black,2.23,https://www.tcgplayer.com/product/597034/marshalldteach-093,1,597034,23589,68,2024-12-13T00:00:00Z
one-piece,one-piece-eb04-002,EB04-002,Jewelry Bonney (EB04-002),Jewelry Bonney (EB04-002) (EB04-002) - Adventure on Kami's Island,https://product-images.tcgplayer.com/fit-in/437x437/685297.jpg,Rare,Character,OP15-EB04,Bonney Pirates|Egghead|Red,0.29,https://www.tcgplayer.com/product/685297/jewelry-bonney-eb04-002,1,685297,24637,68,2026-04-03T00:00:00Z
one-piece,one-piece-op07-051,OP07-051,Boa Hancock (051),Boa Hancock (051) (OP07-051) - 500 Years in the Future,https://product-images.tcgplayer.com/fit-in/437x437/545839.jpg,Super Rare,Character,OP07,Kuja Pirates|The Seven Warlords of the Sea|Blue,13.24,https://www.tcgplayer.com/product/545839/boa-hancock-051,1,545839,23387,68,2024-06-28T00:00:00Z
one-piece,one-piece-op12-037,OP12-037,Demon Aura Nine Sword Style Asura Blades Drawn Dead Man's Game,Demon Aura Nine Sword Style Asura Blades Drawn Dead Man's Game (OP12-037) - Legacy of the Master,https://product-images.tcgplayer.com/fit-in/437x437/643768.jpg,Rare,Event,OP12,Straw Hat Crew|Green,3.2,https://www.tcgplayer.com/product/643768/demon-aura-nine-sword-style-asura-blades-drawn-dead-mans-game,1,643768,24302,68,2025-08-22T00:00:00Z
one-piece,one-piece-op14-119,OP14-119,Dracule Mihawk - OP14-119,Dracule Mihawk - OP14-119 (OP14-119) - The Azure Sea's Seven,https://product-images.tcgplayer.com/fit-in/437x437/668641.jpg,Secret Rare,Character,OP14,The Seven Warlords of the Sea|Green,3.5,https://www.tcgplayer.com/product/668641/dracule-mihawk-op14-119,1,668641,24537,68,2026-01-16T00:00:00Z
one-piece,one-piece-eb04-048,EB04-048,Rob Lucci,Rob Lucci (EB04-048) - Adventure on Kami's Island,https://product-images.tcgplayer.com/fit-in/437x437/685317.jpg,Super Rare,Character,OP15-EB04,CP0|Egghead|Black,0.41,https://www.tcgplayer.com/product/685317/rob-lucci,1,685317,24637,68,2026-04-03T00:00:00Z
one-piece,one-piece-eb03-055,EB03-055,Nico Robin (055),Nico Robin (055) (EB03-055) - Extra Booster: One Piece Heroines Edition,https://product-images.tcgplayer.com/fit-in/437x437/672807.jpg,Super Rare,Character,EB-03,Straw Hat Crew|Yellow,14.71,https://www.tcgplayer.com/product/672807/nico-robin-055,1,672807,24545,68,2026-02-20T00:00:00Z
one-piece,one-piece-op14-033,OP14-033,Perona - OP14-033,Perona - OP14-033 (OP14-033) - The Azure Sea's Seven,https://product-images.tcgplayer.com/fit-in/437x437/666526.jpg,Super Rare,Character,OP14,Thriller Bark Pirates|Muggy Kingdom|Green,2.56,https://www.tcgplayer.com/product/666526/perona-op14-033,1,666526,24537,68,2026-01-16T00:00:00Z
one-piece,one-piece-op15-116,OP15-116,Gum-Gum Golden Rifle,Gum-Gum Golden Rifle (OP15-116) - Adventure on Kami's Island,https://product-images.tcgplayer.com/fit-in/437x437/685474.jpg,Rare,Event,OP15-EB04,Straw Hat Crew|Sky Island|Yellow,0.18,https://www.tcgplayer.com/product/685474/gum-gum-golden-rifle,1,685474,24637,68,2026-04-03T00:00:00Z
one-piece,one-piece-op09-072,OP09-072,Franky,Franky (OP09-072) - Emperors in the New World,https://product-images.tcgplayer.com/fit-in/437x437/597011.jpg,Super Rare,Character,OP09,Straw Hat Crew|Purple,0.79,https://www.tcgplayer.com/product/597011/franky,1,597011,23589,68,2024-12-13T00:00:00Z
one-piece,one-piece-eb04-038,EB04-038,Rosinante & Law,Rosinante & Law (EB04-038) - The Azure Sea's Seven,https://product-images.tcgplayer.com/fit-in/437x437/669239.jpg,Super Rare,Character,OP14,Donquixote Pirates|Navy|Purple,1.75,https://www.tcgplayer.com/product/669239/rosinante-and-law,1,669239,24537,68,2026-01-16T00:00:00Z
one-piece,one-piece-st23-002,ST23-002,Shanks (002),Shanks (002) (ST23-002) - Starter Deck 23: RED Shanks,https://product-images.tcgplayer.com/fit-in/437x437/633762.jpg,Super Rare,Character,ST-23,The Four Emperors|Red-Haired Pirates|Red,1.09,https://www.tcgplayer.com/product/633762/shanks-002,1,633762,24282,68,2025-06-06T00:00:00Z
